x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,ear_arr_time,late_arr_time,isinbound,direct_ridetime
6.49,1.79,-3.48,-3.0,34.7,49.7,0.0,0.0,1.0,26.55
2.99,-3.64,-6.01,0.38,5.93,20.93,0.0,0.0,1.0,23.65
-5.62,4.17,-1.78,3.04,13.13,28.13,0.0,0.0,1.0,9.61
-3.7,-4.98,6.83,4.47,23.62,38.62,0.0,0.0,1.0,33.96
-2.58,5.87,0.49,6.13,10.58,25.58,0.0,0.0,1.0,7.39
-1.93,1.02,-6.39,-1.28,1.12,16.12,0.0,0.0,1.0,12.05
0.11,1.02,1.26,-6.91,18.88,33.88,0.0,0.0,1.0,19.24
3.59,6.43,-0.58,-5.56,8.42,23.42,0.0,0.0,1.0,30.46
3.84,-5.87,3.15,2.98,24.75,39.75,0.0,0.0,1.0,21.31
-5.02,-1.06,2.86,-3.09,42.9,57.9,0.0,0.0,1.0,19.53
-2.57,5.41,6.65,4.97,24.01,39.01,0.0,0.0,1.0,22.17
-4.06,1.96,-1.78,4.51,18.75,33.75,0.0,0.0,1.0,8.2
-5.04,-1.51,2.61,3.28,34.72,49.72,0.0,0.0,1.0,21.66
-3.62,-1.37,1.87,-2.25,18.68,33.68,0.0,0.0,1.0,13.35
6.31,5.22,-3.14,4.09,13.59,28.59,0.0,0.0,1.0,22.85
5.31,6.5,-2.08,5.6,47.01,62.01,0.0,0.0,1.0,17.86
-6.17,5.52,-0.41,-5.93,17.64,32.64,0.0,0.0,1.0,30.77
-0.85,2.16,6.26,3.28,8.48,23.48,0.0,0.0,1.0,17.29
5.93,1.84,-1.07,-4.18,20.03,35.03,0.0,0.0,1.0,22.14
1.96,5.68,-1.43,-5.34,22.39,37.39,0.0,0.0,1.0,27.68
5.47,-2.67,4.07,5.45,17.76,32.76,0.0,0.0,1.0,19.78
-0.41,1.52,-1.98,4.3,54.39,69.39,0.0,0.0,1.0,7.65
1.13,0.93,2.18,-3.56,2.52,17.52,0.0,0.0,1.0,11.07
-6.5,4.05,5.9,5.19,15.52,30.52,0.0,0.0,1.0,29.88
3.59,-1.75,-0.29,-6.38,42.89,57.89,0.0,0.0,1.0,14.49
5.73,6.91,-2.19,-3.98,0.0,0.0,58.93,73.93,0.0,32.32
-0.82,-6.89,0.64,-0.14,0.0,0.0,61.38,76.38,0.0,16.58
5.22,-1.91,0.25,0.28,0.0,0.0,54.97,69.97,0.0,13.04
3.52,0.82,6.59,3.38,0.0,0.0,17.68,32.68,0.0,9.58
0.88,1.87,3.44,6.1,0.0,0.0,81.78,96.78,0.0,11.86
-4.81,-5.54,3.84,5.7,0.0,0.0,86.15,101.15,0.0,34.04
-1.41,2.33,6.17,-5.42,0.0,0.0,69.55,84.55,0.0,26.01
-1.66,-1.42,1.71,5.47,0.0,0.0,78.39,93.39,0.0,18.43
6.08,-1.6,-6.01,1.48,0.0,0.0,82.66,97.66,0.0,29.94
-5.23,6.76,-1.54,-3.58,0.0,0.0,68.01,83.01,0.0,26.35
1.29,2.32,-6.9,6.33,0.0,0.0,38.65,53.65,0.0,21.89
3.93,2.47,-1.45,5.6,0.0,0.0,40.6,55.6,0.0,14.95
-0.64,6.29,-0.94,-3.42,0.0,0.0,46.75,61.75,0.0,23.3
-2.98,2.57,6.43,1.21,0.0,0.0,79.36,94.36,0.0,22.81
-1.22,6.93,-0.51,0.23,0.0,0.0,26.96,41.96,0.0,16.17
-0.95,-0.02,6.29,6.14,0.0,0.0,39.89,54.89,0.0,22.81
-0.2,5.3,1.75,-4.05,0.0,0.0,44.61,59.61,0.0,22.92
-5.26,2.49,-2.22,4.89,0.0,0.0,81.18,96.18,0.0,9.29
-5.26,-1.39,6.81,3.75,0.0,0.0,90.0,105.0,0.0,31.49
3.84,3.29,-0.61,-5.97,0.0,0.0,85.02,100.02,0.0,24.67
0.02,-3.08,1.9,1.21,0.0,0.0,73.95,88.95,0.0,11.24
5.77,-2.1,-2.33,-4.77,0.0,0.0,51.61,66.61,0.0,20.46
-3.17,2.06,-0.72,-0.31,0.0,0.0,44.83,59.83,0.0,8.16
-2.37,-4.38,-3.09,1.42,0.0,0.0,37.26,52.26,0.0,14.01
1.68,1.32,-1.02,-6.89,0.0,0.0,44.13,59.13,0.0,20.75
