ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,2
2,1,15,25.0,0.552,69.0,1
3,1,15,25.0,0.552,69.0,2
4,1,15,25.0,0.552,69.0,2
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,1
7,1,15,25.0,0.552,69.0,1
8,1,15,25.0,0.552,69.0,2
9,1,15,25.0,0.552,69.0,2
10,1,15,25.0,0.552,69.0,1
11,1,15,25.0,0.552,69.0,1
12,1,15,25.0,0.552,69.0,1
13,1,15,25.0,0.552,69.0,1
14,1,15,25.0,0.552,69.0,1
15,1,15,25.0,0.552,69.0,1
16,1,15,25.0,0.552,69.0,2
17,1,15,25.0,0.552,69.0,2
18,1,15,25.0,0.552,69.0,1
19,1,15,25.0,0.552,69.0,1
20,1,15,25.0,0.552,69.0,2
21,1,15,25.0,0.552,69.0,2
22,1,15,25.0,0.552,69.0,1
23,1,15,25.0,0.552,69.0,2
24,1,15,25.0,0.552,69.0,1
25,1,15,25.0,0.552,69.0,1
26,1,15,25.0,0.552,69.0,1
27,1,15,25.0,0.552,69.0,1
28,1,15,25.0,0.552,69.0,1
29,1,15,25.0,0.552,69.0,1
30,1,15,25.0,0.552,69.0,2
31,2,22,25.0,0.8280000000000001,103.5,2
32,2,22,25.0,0.8280000000000001,103.5,2
33,2,22,25.0,0.8280000000000001,103.5,1
34,2,22,25.0,0.8280000000000001,103.5,2
35,2,22,25.0,0.8280000000000001,103.5,1
36,2,22,25.0,0.8280000000000001,103.5,1
37,2,22,25.0,0.8280000000000001,103.5,2
38,2,22,25.0,0.8280000000000001,103.5,2
39,2,22,25.0,0.8280000000000001,103.5,2
40,2,22,25.0,0.8280000000000001,103.5,2
41,2,22,25.0,0.8280000000000001,103.5,1
42,2,22,25.0,0.8280000000000001,103.5,1
43,2,22,25.0,0.8280000000000001,103.5,1
44,2,22,25.0,0.8280000000000001,103.5,1
45,2,22,25.0,0.8280000000000001,103.5,1
46,2,22,25.0,0.8280000000000001,103.5,2
47,2,22,25.0,0.8280000000000001,103.5,2
48,2,22,25.0,0.8280000000000001,103.5,1
49,2,22,25.0,0.8280000000000001,103.5,2
50,2,22,25.0,0.8280000000000001,103.5,1
51,2,22,25.0,0.8280000000000001,103.5,2
52,2,22,25.0,0.8280000000000001,103.5,2
53,2,22,25.0,0.8280000000000001,103.5,1
54,2,22,25.0,0.8280000000000001,103.5,2
55,2,22,25.0,0.8280000000000001,103.5,2
56,2,22,25.0,0.8280000000000001,103.5,1
57,2,22,25.0,0.8280000000000001,103.5,2
58,2,22,25.0,0.8280000000000001,103.5,2
59,2,22,25.0,0.8280000000000001,103.5,2
60,2,22,25.0,0.8280000000000001,103.5,1
