ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,2
2,1,15,25.0,0.552,69.0,2
3,1,15,25.0,0.552,69.0,1
4,1,15,25.0,0.552,69.0,1
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,1
7,1,15,25.0,0.552,69.0,2
8,1,15,25.0,0.552,69.0,1
9,1,15,25.0,0.552,69.0,2
10,1,15,25.0,0.552,69.0,1
11,1,15,25.0,0.552,69.0,2
12,1,15,25.0,0.552,69.0,1
13,1,15,25.0,0.552,69.0,2
14,1,15,25.0,0.552,69.0,2
15,1,15,25.0,0.552,69.0,2
16,1,15,25.0,0.552,69.0,2
17,1,15,25.0,0.552,69.0,1
18,1,15,25.0,0.552,69.0,2
19,1,15,25.0,0.552,69.0,2
20,1,15,25.0,0.552,69.0,2
21,2,22,25.0,0.8280000000000001,103.5,2
22,2,22,25.0,0.8280000000000001,103.5,2
23,2,22,25.0,0.8280000000000001,103.5,2
24,2,22,25.0,0.8280000000000001,103.5,2
25,2,22,25.0,0.8280000000000001,103.5,2
26,2,22,25.0,0.8280000000000001,103.5,1
27,2,22,25.0,0.8280000000000001,103.5,2
28,2,22,25.0,0.8280000000000001,103.5,1
29,2,22,25.0,0.8280000000000001,103.5,1
30,2,22,25.0,0.8280000000000001,103.5,1
31,2,22,25.0,0.8280000000000001,103.5,1
32,2,22,25.0,0.8280000000000001,103.5,1
33,2,22,25.0,0.8280000000000001,103.5,1
34,2,22,25.0,0.8280000000000001,103.5,2
35,2,22,25.0,0.8280000000000001,103.5,1
36,2,22,25.0,0.8280000000000001,103.5,1
37,2,22,25.0,0.8280000000000001,103.5,2
38,2,22,25.0,0.8280000000000001,103.5,1
39,2,22,25.0,0.8280000000000001,103.5,1
40,2,22,25.0,0.8280000000000001,103.5,1
