x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,ear_arr_time,late_arr_time,isinbound,direct_ridetime
-2.96,-0.41,-3.55,6.88,12.43,27.43,0.0,0.0,1.0,17.55
-6.49,-2.43,-3.11,2.75,23.13,38.13,0.0,0.0,1.0,14.85
-1.83,5.64,1.15,-1.31,7.89,22.89,0.0,0.0,1.0,18.16
4.18,6.89,2.69,4.45,34.44,49.44,0.0,0.0,1.0,6.85
-6.54,2.39,4.02,4.59,10.01,25.01,0.0,0.0,1.0,25.89
-3.38,-0.97,5.41,3.65,6.65,21.65,0.0,0.0,1.0,23.84
-4.26,-5.61,-5.67,6.66,7.29,22.29,0.0,0.0,1.0,29.65
1.19,-1.63,4.05,-5.05,14.03,29.03,0.0,0.0,1.0,10.71
-6.55,-2.22,6.45,-1.8,11.71,26.71,0.0,0.0,1.0,31.23
1.87,2.52,-1.92,1.43,28.4,43.4,0.0,0.0,1.0,9.45
-0.22,-6.26,0.45,5.17,20.86,35.86,0.0,0.0,1.0,27.5
5.5,3.99,1.66,2.78,8.34,23.34,0.0,0.0,1.0,9.66
2.76,1.95,-1.87,-6.42,6.04,21.04,0.0,0.0,1.0,22.97
-5.61,1.68,2.45,-4.0,14.43,29.43,0.0,0.0,1.0,23.67
2.26,-4.62,-5.57,-0.95,28.06,43.06,0.0,0.0,1.0,20.78
4.15,-0.86,0.03,0.66,18.08,33.08,0.0,0.0,1.0,10.53
4.15,-3.29,2.14,-5.46,27.19,42.19,0.0,0.0,1.0,7.09
-5.17,5.72,-2.29,1.13,29.02,44.02,0.0,0.0,1.0,13.01
4.69,3.33,-0.26,1.06,12.92,27.92,0.0,0.0,1.0,13.07
-1.42,-2.4,3.83,-2.95,16.45,31.45,0.0,0.0,1.0,12.68
0.31,-6.32,1.73,-0.08,48.03,63.03,0.0,0.0,1.0,15.36
6.68,6.76,-2.07,6.29,15.03,30.03,0.0,0.0,1.0,21.04
-1.73,2.12,-5.0,-5.58,17.7,32.7,0.0,0.0,1.0,20.07
1.72,6.0,5.94,-3.48,8.23,23.23,0.0,0.0,1.0,24.92
-1.35,-2.53,-0.53,-6.93,7.19,22.19,0.0,0.0,1.0,10.73
-4.13,1.92,-3.78,-1.05,0.0,0.0,56.91,71.91,0.0,7.18
-2.93,-3.06,-0.14,-0.52,0.0,0.0,42.42,57.42,0.0,9.05
0.53,-1.34,-6.94,1.08,0.0,0.0,87.47,102.47,0.0,18.84
0.14,-3.83,-2.28,-5.9,0.0,0.0,13.14,28.14,0.0,7.63
-4.15,2.47,-4.27,-3.98,0.0,0.0,37.23,52.23,0.0,15.48
-6.93,6.11,4.01,0.56,0.0,0.0,63.63,78.63,0.0,29.44
2.63,-2.77,3.16,1.85,0.0,0.0,87.08,102.08,0.0,11.15
1.14,2.37,-0.2,0.61,0.0,0.0,29.64,44.64,0.0,5.31
-5.41,3.43,-2.27,-2.82,0.0,0.0,75.12,90.12,0.0,16.79
-0.69,-0.05,-1.14,6.6,0.0,0.0,35.5,50.5,0.0,16.01
-3.72,-5.22,4.53,4.85,0.0,0.0,87.11,102.11,0.0,31.24
-0.09,-3.72,3.3,3.2,0.0,0.0,36.32,51.32,0.0,18.48
0.25,-4.21,-6.37,0.01,0.0,0.0,82.39,97.39,0.0,18.84
3.35,-0.47,-2.46,3.48,0.0,0.0,41.32,56.32,0.0,16.86
4.83,-3.28,3.54,0.04,0.0,0.0,41.12,56.12,0.0,8.54
-3.3,0.87,-0.59,1.0,0.0,0.0,87.48,102.48,0.0,6.52
-0.61,6.61,-4.62,-5.28,0.0,0.0,62.95,77.95,0.0,30.12
-3.32,0.37,-0.8,-5.33,0.0,0.0,43.51,58.51,0.0,14.97
-0.05,2.29,-3.24,-5.38,0.0,0.0,69.36,84.36,0.0,19.95
-5.45,0.34,2.92,1.15,0.0,0.0,86.23,101.23,0.0,20.2
5.72,-3.63,-6.21,-0.51,0.0,0.0,71.9,86.9,0.0,29.61
-4.82,6.27,-5.92,4.18,0.0,0.0,84.28,99.28,0.0,5.67
2.31,-4.39,-1.05,4.9,0.0,0.0,45.43,60.43,0.0,23.72
1.57,0.43,-2.35,0.15,0.0,0.0,69.4,84.4,0.0,9.43
6.88,-5.93,-6.02,-6.34,0.0,0.0,74.52,89.52,0.0,30.98
