ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,2
2,1,15,25.0,0.552,69.0,2
3,1,15,25.0,0.552,69.0,1
4,1,15,25.0,0.552,69.0,1
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,2
7,1,15,25.0,0.552,69.0,2
8,1,15,25.0,0.552,69.0,2
9,1,15,25.0,0.552,69.0,2
10,1,15,25.0,0.552,69.0,1
11,1,15,25.0,0.552,69.0,1
12,1,15,25.0,0.552,69.0,1
13,1,15,25.0,0.552,69.0,1
14,1,15,25.0,0.552,69.0,2
15,1,15,25.0,0.552,69.0,1
16,1,15,25.0,0.552,69.0,2
17,1,15,25.0,0.552,69.0,2
18,1,15,25.0,0.552,69.0,1
19,1,15,25.0,0.552,69.0,2
20,1,15,25.0,0.552,69.0,2
21,1,15,25.0,0.552,69.0,1
22,1,15,25.0,0.552,69.0,2
23,1,15,25.0,0.552,69.0,2
24,2,22,25.0,0.8280000000000001,103.5,2
25,2,22,25.0,0.8280000000000001,103.5,1
26,2,22,25.0,0.8280000000000001,103.5,1
27,2,22,25.0,0.8280000000000001,103.5,2
28,2,22,25.0,0.8280000000000001,103.5,2
29,2,22,25.0,0.8280000000000001,103.5,1
30,2,22,25.0,0.8280000000000001,103.5,1
31,2,22,25.0,0.8280000000000001,103.5,2
32,2,22,25.0,0.8280000000000001,103.5,2
33,2,22,25.0,0.8280000000000001,103.5,2
34,2,22,25.0,0.8280000000000001,103.5,2
35,2,22,25.0,0.8280000000000001,103.5,2
36,2,22,25.0,0.8280000000000001,103.5,1
37,2,22,25.0,0.8280000000000001,103.5,1
38,2,22,25.0,0.8280000000000001,103.5,2
39,2,22,25.0,0.8280000000000001,103.5,2
40,2,22,25.0,0.8280000000000001,103.5,1
41,2,22,25.0,0.8280000000000001,103.5,1
42,2,22,25.0,0.8280000000000001,103.5,2
43,2,22,25.0,0.8280000000000001,103.5,1
44,2,22,25.0,0.8280000000000001,103.5,2
45,2,22,25.0,0.8280000000000001,103.5,1
46,2,22,25.0,0.8280000000000001,103.5,2
