ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,1
2,1,15,25.0,0.552,69.0,2
3,1,15,25.0,0.552,69.0,1
4,1,15,25.0,0.552,69.0,1
5,1,15,25.0,0.552,69.0,2
6,1,15,25.0,0.552,69.0,1
7,1,15,25.0,0.552,69.0,2
8,1,15,25.0,0.552,69.0,1
9,1,15,25.0,0.552,69.0,1
10,1,15,25.0,0.552,69.0,1
11,1,15,25.0,0.552,69.0,2
12,1,15,25.0,0.552,69.0,1
13,1,15,25.0,0.552,69.0,2
14,1,15,25.0,0.552,69.0,2
15,1,15,25.0,0.552,69.0,2
16,1,15,25.0,0.552,69.0,1
17,1,15,25.0,0.552,69.0,1
18,1,15,25.0,0.552,69.0,2
19,1,15,25.0,0.552,69.0,1
20,1,15,25.0,0.552,69.0,2
21,1,15,25.0,0.552,69.0,1
22,1,15,25.0,0.552,69.0,1
23,1,15,25.0,0.552,69.0,1
24,1,15,25.0,0.552,69.0,2
25,1,15,25.0,0.552,69.0,2
26,1,15,25.0,0.552,69.0,2
27,1,15,25.0,0.552,69.0,2
28,1,15,25.0,0.552,69.0,1
29,1,15,25.0,0.552,69.0,1
30,1,15,25.0,0.552,69.0,1
31,1,15,25.0,0.552,69.0,2
32,1,15,25.0,0.552,69.0,2
33,1,15,25.0,0.552,69.0,1
34,1,15,25.0,0.552,69.0,2
35,1,15,25.0,0.552,69.0,2
36,2,22,25.0,0.8280000000000001,103.5,2
37,2,22,25.0,0.8280000000000001,103.5,2
38,2,22,25.0,0.8280000000000001,103.5,2
39,2,22,25.0,0.8280000000000001,103.5,2
40,2,22,25.0,0.8280000000000001,103.5,1
41,2,22,25.0,0.8280000000000001,103.5,2
42,2,22,25.0,0.8280000000000001,103.5,2
43,2,22,25.0,0.8280000000000001,103.5,2
44,2,22,25.0,0.8280000000000001,103.5,2
45,2,22,25.0,0.8280000000000001,103.5,2
46,2,22,25.0,0.8280000000000001,103.5,2
47,2,22,25.0,0.8280000000000001,103.5,2
48,2,22,25.0,0.8280000000000001,103.5,1
49,2,22,25.0,0.8280000000000001,103.5,2
50,2,22,25.0,0.8280000000000001,103.5,2
51,2,22,25.0,0.8280000000000001,103.5,2
52,2,22,25.0,0.8280000000000001,103.5,1
53,2,22,25.0,0.8280000000000001,103.5,2
54,2,22,25.0,0.8280000000000001,103.5,1
55,2,22,25.0,0.8280000000000001,103.5,1
56,2,22,25.0,0.8280000000000001,103.5,1
57,2,22,25.0,0.8280000000000001,103.5,1
58,2,22,25.0,0.8280000000000001,103.5,2
59,2,22,25.0,0.8280000000000001,103.5,2
60,2,22,25.0,0.8280000000000001,103.5,1
61,2,22,25.0,0.8280000000000001,103.5,2
62,2,22,25.0,0.8280000000000001,103.5,1
63,2,22,25.0,0.8280000000000001,103.5,2
64,2,22,25.0,0.8280000000000001,103.5,2
65,2,22,25.0,0.8280000000000001,103.5,2
66,2,22,25.0,0.8280000000000001,103.5,1
67,2,22,25.0,0.8280000000000001,103.5,1
68,2,22,25.0,0.8280000000000001,103.5,1
69,2,22,25.0,0.8280000000000001,103.5,2
70,2,22,25.0,0.8280000000000001,103.5,2
