ID,type,capacity,speed,consumption,maxBattery,depot
1,1,15,25.0,0.552,69.0,1
2,1,15,25.0,0.552,69.0,2
3,1,15,25.0,0.552,69.0,2
4,1,15,25.0,0.552,69.0,1
5,1,15,25.0,0.552,69.0,1
6,1,15,25.0,0.552,69.0,1
7,1,15,25.0,0.552,69.0,2
8,1,15,25.0,0.552,69.0,1
9,1,15,25.0,0.552,69.0,1
10,1,15,25.0,0.552,69.0,1
11,1,15,25.0,0.552,69.0,2
12,1,15,25.0,0.552,69.0,2
13,1,15,25.0,0.552,69.0,1
14,1,15,25.0,0.552,69.0,2
15,1,15,25.0,0.552,69.0,1
16,1,15,25.0,0.552,69.0,2
17,1,15,25.0,0.552,69.0,1
18,1,15,25.0,0.552,69.0,1
19,1,15,25.0,0.552,69.0,2
20,1,15,25.0,0.552,69.0,2
21,1,15,25.0,0.552,69.0,1
22,1,15,25.0,0.552,69.0,2
23,1,15,25.0,0.552,69.0,2
24,1,15,25.0,0.552,69.0,1
25,1,15,25.0,0.552,69.0,2
26,1,15,25.0,0.552,69.0,2
27,1,15,25.0,0.552,69.0,1
28,1,15,25.0,0.552,69.0,1
29,1,15,25.0,0.552,69.0,2
30,1,15,25.0,0.552,69.0,1
31,1,15,25.0,0.552,69.0,2
32,1,15,25.0,0.552,69.0,1
33,1,15,25.0,0.552,69.0,2
34,1,15,25.0,0.552,69.0,2
35,1,15,25.0,0.552,69.0,2
36,1,15,25.0,0.552,69.0,2
37,1,15,25.0,0.552,69.0,2
38,1,15,25.0,0.552,69.0,2
39,1,15,25.0,0.552,69.0,1
40,1,15,25.0,0.552,69.0,2
41,1,15,25.0,0.552,69.0,1
42,1,15,25.0,0.552,69.0,2
43,1,15,25.0,0.552,69.0,2
44,1,15,25.0,0.552,69.0,1
45,1,15,25.0,0.552,69.0,1
46,1,15,25.0,0.552,69.0,2
47,1,15,25.0,0.552,69.0,2
48,1,15,25.0,0.552,69.0,2
49,1,15,25.0,0.552,69.0,2
50,1,15,25.0,0.552,69.0,2
51,2,22,25.0,0.8280000000000001,103.5,1
52,2,22,25.0,0.8280000000000001,103.5,1
53,2,22,25.0,0.8280000000000001,103.5,2
54,2,22,25.0,0.8280000000000001,103.5,1
55,2,22,25.0,0.8280000000000001,103.5,2
56,2,22,25.0,0.8280000000000001,103.5,1
57,2,22,25.0,0.8280000000000001,103.5,1
58,2,22,25.0,0.8280000000000001,103.5,1
59,2,22,25.0,0.8280000000000001,103.5,2
60,2,22,25.0,0.8280000000000001,103.5,1
61,2,22,25.0,0.8280000000000001,103.5,2
62,2,22,25.0,0.8280000000000001,103.5,1
63,2,22,25.0,0.8280000000000001,103.5,1
64,2,22,25.0,0.8280000000000001,103.5,1
65,2,22,25.0,0.8280000000000001,103.5,2
66,2,22,25.0,0.8280000000000001,103.5,2
67,2,22,25.0,0.8280000000000001,103.5,1
68,2,22,25.0,0.8280000000000001,103.5,2
69,2,22,25.0,0.8280000000000001,103.5,1
70,2,22,25.0,0.8280000000000001,103.5,1
71,2,22,25.0,0.8280000000000001,103.5,1
72,2,22,25.0,0.8280000000000001,103.5,1
73,2,22,25.0,0.8280000000000001,103.5,2
74,2,22,25.0,0.8280000000000001,103.5,2
75,2,22,25.0,0.8280000000000001,103.5,1
76,2,22,25.0,0.8280000000000001,103.5,2
77,2,22,25.0,0.8280000000000001,103.5,1
78,2,22,25.0,0.8280000000000001,103.5,1
79,2,22,25.0,0.8280000000000001,103.5,1
80,2,22,25.0,0.8280000000000001,103.5,1
81,2,22,25.0,0.8280000000000001,103.5,1
82,2,22,25.0,0.8280000000000001,103.5,1
83,2,22,25.0,0.8280000000000001,103.5,2
84,2,22,25.0,0.8280000000000001,103.5,1
85,2,22,25.0,0.8280000000000001,103.5,1
86,2,22,25.0,0.8280000000000001,103.5,2
87,2,22,25.0,0.8280000000000001,103.5,2
88,2,22,25.0,0.8280000000000001,103.5,2
89,2,22,25.0,0.8280000000000001,103.5,1
90,2,22,25.0,0.8280000000000001,103.5,1
91,2,22,25.0,0.8280000000000001,103.5,2
92,2,22,25.0,0.8280000000000001,103.5,2
93,2,22,25.0,0.8280000000000001,103.5,2
94,2,22,25.0,0.8280000000000001,103.5,1
95,2,22,25.0,0.8280000000000001,103.5,2
96,2,22,25.0,0.8280000000000001,103.5,2
97,2,22,25.0,0.8280000000000001,103.5,2
98,2,22,25.0,0.8280000000000001,103.5,1
99,2,22,25.0,0.8280000000000001,103.5,1
100,2,22,25.0,0.8280000000000001,103.5,1
